person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
48,39000,MORTGAGE,3.7,MEDICAL,A,29992,21.15,0.43,N,26,0
25,29011,RENT,4.4,EDUCATION,B,21825,14.34,0.68,N,27,0
54,17866,OTHER,3.7,MEDICAL,E,10688,16.96,0.4,N,6,0
60,20898,OWN,0.3,PERSONAL,A,1341,15.54,0.75,N,21,0
56,33395,OWN,0.3,VENTURE,B,11067,6.59,0.7,N,26,0
43,54019,OTHER,0.9,EDUCATION,F,9421,8.23,0.54,N,23,1
48,118243,MORTGAGE,1.4,MEDICAL,B,4849,22.56,0.05,N,13,0
50,19006,RENT,6.2,HOMEIMPROVEMENT,B,10155,9.96,0.72,N,5,0
54,49393,OTHER,0.7,VENTURE,C,15379,12.24,0.75,N,18,0
52,25956,OWN,0.2,DEBTCONSOLIDATION,B,5446,14.46,0.31,N,17,0
40,65042,OWN,2.0,EDUCATION,A,24002,22.83,0.44,Y,26,0
51,111199,OTHER,2.2,HOMEIMPROVEMENT,A,29993,17.68,0.23,N,11,0
42,21078,OWN,2.4,DEBTCONSOLIDATION,C,7157,16.61,0.01,N,4,0
52,44631,OTHER,7.0,HOMEIMPROVEMENT,E,13766,14.73,0.4,Y,23,0
22,110676,OWN,0.4,MEDICAL,A,6740,17.87,0.11,N,2,0
37,77901,OTHER,4.9,EDUCATION,A,21850,17.22,0.15,N,7,0
44,84497,RENT,1.6,MEDICAL,B,17140,21.47,0.4,N,4,0
61,109813,RENT,1.5,DEBTCONSOLIDATION,D,33395,15.04,0.72,Y,20,1
50,56574,RENT,10.8,PERSONAL,B,30351,12.9,0.7,N,28,0
22,46417,RENT,1.1,HOMEIMPROVEMENT,E,12420,19.77,0.8,N,8,0
59,103020,OWN,4.1,PERSONAL,A,14892,19.64,0.4,N,28,0
43,98639,MORTGAGE,1.3,DEBTCONSOLIDATION,F,15417,8.42,0.46,Y,10,0
51,80006,OTHER,2.8,MEDICAL,C,31143,9.61,0.68,N,23,0
41,109881,MORTGAGE,6.2,VENTURE,C,29727,22.46,0.58,Y,13,0
42,54454,OWN,8.5,HOMEIMPROVEMENT,B,23751,13.31,0.15,N,15,0
21,16587,OWN,7.3,VENTURE,D,24738,14.65,0.33,N,2,0
46,69710,MORTGAGE,3.5,EDUCATION,A,28223,10.92,0.77,N,26,0
61,101567,MORTGAGE,1.1,HOMEIMPROVEMENT,A,29256,13.96,0.12,N,14,0
21,106748,OWN,4.3,PERSONAL,B,9013,18.63,0.17,N,22,0
45,90886,OWN,5.0,VENTURE,E,30725,13.99,0.33,N,3,0
36,33816,OTHER,0.0,DEBTCONSOLIDATION,D,4879,11.0,0.78,N,4,0
59,100824,RENT,2.3,EDUCATION,C,11805,7.11,0.09,N,12,0
52,44432,RENT,7.4,HOMEIMPROVEMENT,C,32222,21.92,0.56,N,6,0
28,63617,OTHER,2.7,DEBTCONSOLIDATION,A,12648,20.92,0.11,N,29,0
62,87373,MORTGAGE,1.5,EDUCATION,D,13401,19.49,0.44,Y,3,1
58,49217,OWN,8.2,PERSONAL,D,11388,17.75,0.45,N,15,0
48,35884,MORTGAGE,0.7,DEBTCONSOLIDATION,C,30599,14.58,0.04,N,29,1
61,20454,RENT,0.9,HOMEIMPROVEMENT,B,21208,21.37,0.79,N,14,0
45,89960,RENT,4.7,EDUCATION,F,28121,19.49,0.67,N,15,1
54,117421,MORTGAGE,1.7,MEDICAL,E,30501,19.92,0.25,N,29,0
44,58618,RENT,5.0,HOMEIMPROVEMENT,C,33071,10.91,0.11,N,4,0
43,98948,OWN,0.7,HOMEIMPROVEMENT,B,14720,12.94,0.29,N,9,0
32,77671,OTHER,1.2,HOMEIMPROVEMENT,C,25194,17.98,0.74,N,14,0
26,62111,MORTGAGE,0.7,HOMEIMPROVEMENT,C,16721,12.0,0.11,N,23,1
55,54613,OWN,12.2,MEDICAL,B,2871,14.19,0.29,Y,13,0
64,100678,OWN,2.1,DEBTCONSOLIDATION,B,23336,16.91,0.41,N,19,0
39,117928,RENT,1.6,DEBTCONSOLIDATION,B,27661,13.19,0.03,N,19,0
20,74993,OWN,0.1,DEBTCONSOLIDATION,C,21680,19.52,0.22,N,18,0
27,23848,MORTGAGE,0.7,PERSONAL,B,16365,7.47,0.49,N,8,1
35,93672,OWN,2.2,MEDICAL,B,19325,18.18,0.27,N,23,0
33,81125,OTHER,0.3,MEDICAL,D,27775,7.98,0.72,N,14,0
31,101444,OWN,2.9,EDUCATION,C,1517,22.09,0.78,N,14,0
42,76602,OWN,2.4,VENTURE,A,21385,10.99,0.37,Y,7,0
34,87045,OTHER,5.8,DEBTCONSOLIDATION,B,10760,19.56,0.44,N,22,0
47,57222,OWN,4.3,VENTURE,E,12357,14.68,0.52,N,20,0
53,64223,OWN,2.4,EDUCATION,D,29730,7.02,0.55,N,25,0
21,80333,RENT,1.0,MEDICAL,B,25269,15.77,0.05,N,20,0
51,67732,MORTGAGE,5.2,EDUCATION,F,32992,21.64,0.04,N,22,0
42,64420,RENT,4.9,HOMEIMPROVEMENT,A,24007,8.2,0.72,N,25,0
41,90504,MORTGAGE,,EDUCATION,F,23179,11.12,0.18,N,29,0
44,17462,OTHER,9.8,EDUCATION,A,4187,13.22,0.48,N,17,1
41,24460,OTHER,0.3,HOMEIMPROVEMENT,A,8364,10.3,0.52,N,4,0
41,114319,OTHER,0.2,VENTURE,B,6627,22.2,0.14,Y,15,0
61,24275,MORTGAGE,0.8,HOMEIMPROVEMENT,B,29973,12.12,0.63,N,22,0
25,109213,MORTGAGE,9.6,PERSONAL,C,14334,17.11,0.72,N,28,0
34,28269,MORTGAGE,2.9,EDUCATION,D,9421,9.39,0.24,N,7,0
62,80942,OTHER,6.2,EDUCATION,D,29073,9.31,0.73,Y,18,1
56,87920,MORTGAGE,1.0,VENTURE,B,4766,8.53,0.07,N,17,0
52,37553,OWN,2.7,MEDICAL,B,9485,13.14,0.66,N,3,0
27,39366,RENT,1.8,HOMEIMPROVEMENT,A,22568,14.88,0.53,N,24,0
63,59036,OTHER,7.0,MEDICAL,A,25200,5.59,0.48,N,10,0
63,32369,RENT,0.1,PERSONAL,C,8866,,0.19,N,14,0
24,26795,OWN,1.1,HOMEIMPROVEMENT,A,4348,14.53,0.3,N,15,0
58,85021,MORTGAGE,0.7,PERSONAL,D,30972,8.2,0.76,N,27,0
23,83154,RENT,7.8,PERSONAL,C,3956,6.6,0.39,Y,21,0
25,45143,OWN,2.5,PERSONAL,A,19642,6.52,0.49,Y,22,0
64,44425,OWN,2.1,DEBTCONSOLIDATION,C,12531,9.99,0.78,N,13,0
51,103209,RENT,2.4,HOMEIMPROVEMENT,A,20639,14.29,0.39,N,21,0
49,90139,OTHER,14.3,HOMEIMPROVEMENT,B,20526,20.71,0.32,N,12,0
54,20368,RENT,7.6,DEBTCONSOLIDATION,D,29277,21.47,0.74,N,20,0
59,19621,OTHER,4.9,VENTURE,B,2160,20.22,0.76,N,11,0
35,73829,MORTGAGE,1.4,DEBTCONSOLIDATION,A,27651,11.25,0.29,N,19,0
32,75294,OTHER,0.7,EDUCATION,D,25113,10.86,0.49,N,4,0
61,29719,MORTGAGE,10.2,MEDICAL,A,29566,22.98,0.8,Y,17,0
49,44227,RENT,2.2,MEDICAL,D,13708,17.53,0.05,Y,19,1
38,22566,MORTGAGE,1.3,PERSONAL,B,20460,10.83,0.03,N,15,0
36,27306,OWN,2.5,HOMEIMPROVEMENT,B,31202,11.26,0.43,N,25,0
38,68822,MORTGAGE,10.0,HOMEIMPROVEMENT,E,23342,13.14,0.24,N,18,0
47,39042,OTHER,2.0,PERSONAL,D,12227,16.47,0.48,N,6,0
45,30086,OTHER,,EDUCATION,A,32889,21.38,0.6,Y,18,1
56,32387,OTHER,6.5,MEDICAL,B,27304,8.93,0.06,N,22,0
45,42042,MORTGAGE,2.2,DEBTCONSOLIDATION,E,13521,6.9,0.73,N,15,0
42,104424,OTHER,1.1,VENTURE,A,19592,,0.23,Y,4,0
28,66618,OTHER,20.8,EDUCATION,C,29415,9.77,0.32,Y,26,0
31,107050,OWN,12.5,HOMEIMPROVEMENT,D,11001,15.65,0.28,N,16,0
20,33323,MORTGAGE,7.4,PERSONAL,C,16239,,0.7,N,13,0
20,33019,OWN,4.7,MEDICAL,D,7976,10.93,0.14,Y,18,0
53,90426,OTHER,1.4,PERSONAL,D,8431,17.6,0.02,N,27,0
51,55863,OTHER,9.8,HOMEIMPROVEMENT,C,14199,11.51,0.81,Y,18,0
44,25283,OTHER,1.3,PERSONAL,D,3304,16.7,0.81,N,25,0
59,33279,MORTGAGE,6.5,DEBTCONSOLIDATION,C,12275,16.67,0.21,N,20,0
64,61999,RENT,10.0,MEDICAL,B,32086,10.35,0.01,N,28,0
20,77780,OTHER,3.7,PERSONAL,B,1107,16.72,0.54,N,8,0
35,37908,OTHER,6.5,MEDICAL,D,32129,12.18,0.54,Y,27,0
58,76584,OTHER,6.3,PERSONAL,E,14589,11.39,0.78,N,6,0
24,65225,OTHER,0.9,PERSONAL,B,30208,10.55,0.25,N,3,0
41,52952,MORTGAGE,4.4,MEDICAL,B,10723,11.55,0.16,N,17,0
48,115706,RENT,0.4,DEBTCONSOLIDATION,F,23443,19.4,0.51,N,14,0
22,52663,RENT,2.8,PERSONAL,C,22015,9.76,0.47,N,12,0
31,76381,RENT,0.7,DEBTCONSOLIDATION,A,30119,17.54,0.6,N,8,0
45,62929,OTHER,2.2,EDUCATION,C,34632,21.43,0.73,N,24,0
35,24343,OTHER,7.2,VENTURE,G,1251,11.64,0.46,N,4,1
56,91173,RENT,17.4,EDUCATION,D,5844,5.93,0.12,N,7,0
41,115260,RENT,1.5,VENTURE,D,34473,5.84,0.5,Y,6,0
48,54791,OTHER,3.0,EDUCATION,A,10012,7.88,0.31,N,2,0
33,44134,OTHER,2.9,VENTURE,E,34598,7.36,0.38,Y,2,0
47,62101,OWN,12.4,PERSONAL,C,9122,18.72,0.8,N,19,0
24,84443,OWN,2.6,MEDICAL,E,19158,10.65,0.46,N,24,0
49,114111,OWN,4.8,MEDICAL,B,18147,17.01,0.12,N,4,0
24,72530,RENT,10.2,HOMEIMPROVEMENT,A,21120,6.16,0.37,N,26,0
31,61799,MORTGAGE,1.9,VENTURE,B,4233,10.66,0.19,Y,20,0
35,19827,OTHER,9.3,HOMEIMPROVEMENT,B,30175,9.57,0.11,N,11,0
45,111143,OWN,10.0,DEBTCONSOLIDATION,D,2165,10.33,0.59,N,21,0
45,77653,MORTGAGE,10.7,DEBTCONSOLIDATION,F,1360,8.79,0.52,N,12,1
40,28699,OTHER,1.3,HOMEIMPROVEMENT,C,28118,16.4,0.41,N,9,0
58,117828,MORTGAGE,2.0,VENTURE,E,28416,17.2,0.35,N,21,0
55,106419,RENT,8.2,MEDICAL,B,12181,8.04,0.27,N,24,0
52,20313,RENT,1.8,VENTURE,D,17020,18.59,0.07,N,12,0
49,28598,RENT,3.7,DEBTCONSOLIDATION,D,22631,9.85,0.25,N,6,0
56,43807,OWN,0.5,PERSONAL,D,23378,,0.7,Y,23,0
42,85423,OTHER,0.2,HOMEIMPROVEMENT,C,11924,20.15,0.65,N,25,1
29,84390,RENT,2.1,HOMEIMPROVEMENT,C,27296,21.44,0.81,N,5,0
24,60226,OWN,,DEBTCONSOLIDATION,D,9845,20.08,0.54,N,14,0
55,74550,OWN,2.0,VENTURE,B,27986,8.03,0.46,Y,7,1
53,95072,OWN,3.4,HOMEIMPROVEMENT,D,23084,23.19,0.25,N,27,0
50,18558,OWN,2.9,MEDICAL,F,27486,17.36,0.06,N,3,0
29,90308,RENT,4.6,HOMEIMPROVEMENT,B,12098,14.49,0.51,N,26,1
38,65113,OWN,4.2,VENTURE,D,8825,22.4,0.41,N,29,0
51,67999,RENT,2.2,DEBTCONSOLIDATION,D,18945,19.95,0.63,N,26,0
20,70878,RENT,2.2,MEDICAL,C,4230,17.71,0.34,N,29,0
24,51343,OWN,0.6,MEDICAL,C,12184,20.32,0.82,Y,27,1
64,73219,RENT,2.9,HOMEIMPROVEMENT,E,10541,12.26,0.33,N,27,1
23,50186,OTHER,3.5,VENTURE,B,8687,17.58,0.28,N,7,0
35,51966,OTHER,2.6,HOMEIMPROVEMENT,A,33124,8.79,0.72,N,23,0
43,48769,MORTGAGE,1.6,PERSONAL,D,11419,22.99,0.33,N,11,0
35,68218,OTHER,5.1,DEBTCONSOLIDATION,C,4226,15.88,0.72,N,24,1
21,34229,RENT,0.3,PERSONAL,D,32216,,0.02,N,5,0
47,90209,RENT,9.8,MEDICAL,A,33527,12.65,0.57,N,17,0
51,42877,OTHER,0.1,HOMEIMPROVEMENT,A,2343,18.9,0.06,N,24,0
46,73001,OWN,13.1,PERSONAL,F,14254,12.3,0.12,N,11,0
39,112137,OWN,2.5,EDUCATION,A,29353,15.9,0.58,N,2,0
43,53084,RENT,2.1,PERSONAL,D,2780,19.25,0.24,N,14,0
31,96780,OWN,1.2,HOMEIMPROVEMENT,D,26031,7.47,0.17,N,15,0
54,107892,MORTGAGE,0.0,HOMEIMPROVEMENT,D,30288,11.75,0.67,N,24,1
52,31806,MORTGAGE,1.3,DEBTCONSOLIDATION,A,8296,15.1,0.79,N,13,0
52,103635,OTHER,0.5,PERSONAL,C,5067,11.35,0.19,N,14,0
62,52034,OTHER,4.3,HOMEIMPROVEMENT,E,30711,10.9,0.26,N,2,0
56,55317,OWN,1.5,HOMEIMPROVEMENT,B,9800,10.41,0.59,N,28,0
31,70468,RENT,5.8,DEBTCONSOLIDATION,B,32650,9.45,0.68,N,15,0
22,34094,OTHER,0.9,DEBTCONSOLIDATION,B,1755,20.51,0.83,N,9,0
20,72796,MORTGAGE,9.2,DEBTCONSOLIDATION,A,32328,21.84,0.23,N,27,0
52,25589,OTHER,3.0,DEBTCONSOLIDATION,E,6962,17.86,0.46,Y,23,1
59,72221,OTHER,0.5,EDUCATION,E,18542,5.93,0.11,Y,15,0
29,16657,MORTGAGE,2.0,MEDICAL,G,28060,19.39,0.27,N,2,0
62,113300,RENT,0.9,HOMEIMPROVEMENT,C,19532,,0.04,N,28,0
63,54531,OTHER,,VENTURE,D,12650,18.89,0.17,Y,29,0
48,67227,OTHER,2.8,DEBTCONSOLIDATION,A,3871,13.18,0.42,N,18,0
32,18164,OTHER,4.5,MEDICAL,C,20313,6.13,0.14,Y,17,0
31,108078,OWN,9.7,DEBTCONSOLIDATION,C,8120,17.54,0.74,N,13,0
50,98973,OTHER,2.8,MEDICAL,E,3432,13.31,0.59,N,21,0
21,56247,MORTGAGE,13.5,VENTURE,D,21970,20.96,0.02,N,24,0
54,119041,RENT,11.4,PERSONAL,F,10278,18.54,0.73,N,6,0
42,34601,RENT,8.0,EDUCATION,E,23533,11.8,0.81,N,22,0
36,108966,MORTGAGE,2.8,HOMEIMPROVEMENT,E,10804,18.29,0.42,N,25,0
45,65599,OWN,0.6,PERSONAL,A,8619,14.21,0.26,N,19,0
27,86545,MORTGAGE,1.0,VENTURE,D,14907,8.95,0.22,N,5,0
48,19552,RENT,4.2,EDUCATION,C,5483,12.87,0.07,N,21,0
45,24417,MORTGAGE,,EDUCATION,B,3021,,0.41,N,12,0
29,73579,OWN,0.6,EDUCATION,A,19586,5.49,0.04,Y,9,0
45,83207,RENT,2.6,VENTURE,C,1283,9.79,0.42,Y,23,1
53,87055,OWN,0.1,DEBTCONSOLIDATION,B,17298,9.13,0.21,Y,27,0
60,117266,MORTGAGE,5.3,DEBTCONSOLIDATION,B,9055,5.48,0.4,N,10,0
26,93270,OTHER,0.3,DEBTCONSOLIDATION,C,11267,19.35,0.35,N,27,0
23,18722,MORTGAGE,4.0,PERSONAL,E,1603,6.77,0.25,N,26,0
64,85442,OWN,6.3,HOMEIMPROVEMENT,D,5809,13.39,0.37,N,21,1
30,110632,MORTGAGE,0.6,EDUCATION,B,34439,12.84,0.39,N,11,0
48,55031,OTHER,2.9,EDUCATION,B,9134,8.63,0.69,N,8,0
55,94235,OWN,6.0,PERSONAL,A,12635,22.61,0.55,Y,20,0
44,36438,MORTGAGE,1.2,DEBTCONSOLIDATION,B,32544,16.15,0.36,N,23,0
40,73819,OWN,0.7,EDUCATION,A,21445,19.88,0.75,N,2,1
55,58856,OWN,1.6,EDUCATION,F,3089,14.23,0.63,N,6,0
29,48576,RENT,3.2,VENTURE,C,10531,18.27,0.06,Y,7,1
56,56938,RENT,3.4,MEDICAL,A,10195,22.66,0.13,N,13,0
28,64028,OWN,0.6,PERSONAL,B,16027,11.6,0.07,N,29,0
43,74807,MORTGAGE,2.4,PERSONAL,C,6222,14.38,0.26,N,13,0
54,64877,MORTGAGE,1.2,DEBTCONSOLIDATION,C,1341,14.56,0.36,Y,22,0
54,112783,MORTGAGE,7.4,PERSONAL,A,19231,23.06,0.42,N,15,0
55,58461,OTHER,1.5,DEBTCONSOLIDATION,F,1145,9.55,0.71,N,8,1
37,108474,OWN,7.3,VENTURE,B,32616,17.42,0.01,N,29,0
58,55469,OWN,2.2,VENTURE,A,29902,7.86,0.36,N,21,0
51,98136,OTHER,5.2,HOMEIMPROVEMENT,A,32249,21.9,0.34,N,22,0
43,35435,OWN,2.9,DEBTCONSOLIDATION,C,14408,15.91,0.79,N,21,1
42,99117,OWN,3.9,VENTURE,A,13215,20.7,0.2,N,15,0
51,29191,OTHER,2.0,DEBTCONSOLIDATION,A,19838,21.34,0.1,N,17,0
56,99726,RENT,5.8,PERSONAL,B,7887,15.32,0.12,N,10,0
31,42386,OWN,2.2,HOMEIMPROVEMENT,C,23672,17.54,0.43,Y,3,0
32,46721,OTHER,2.4,MEDICAL,A,26675,17.84,0.32,N,18,0
42,69786,MORTGAGE,2.9,EDUCATION,B,31295,13.6,0.63,N,5,1
44,28704,RENT,7.1,EDUCATION,B,4301,13.14,0.27,N,15,0
54,71635,MORTGAGE,4.3,HOMEIMPROVEMENT,A,7913,8.71,0.11,N,15,0
60,17123,OWN,1.7,DEBTCONSOLIDATION,C,18165,12.23,0.32,Y,29,0
49,105710,RENT,4.4,DEBTCONSOLIDATION,A,11356,23.04,0.73,Y,16,1
36,77993,OTHER,4.1,DEBTCONSOLIDATION,A,31600,10.2,0.34,Y,29,0
39,95122,OWN,10.7,MEDICAL,C,8687,18.97,0.69,N,13,0
44,112512,OTHER,7.4,EDUCATION,A,26284,6.46,0.31,N,14,0
41,40416,RENT,4.2,HOMEIMPROVEMENT,A,14305,13.72,0.23,N,23,0
32,16814,MORTGAGE,1.7,DEBTCONSOLIDATION,B,8075,6.44,0.64,N,11,0
38,93537,OWN,6.0,VENTURE,E,28593,13.87,0.17,N,17,0
55,65258,OWN,3.4,PERSONAL,D,9589,5.89,0.19,Y,16,0
31,31508,OTHER,16.9,MEDICAL,D,29954,16.32,0.04,N,9,1
60,100166,RENT,1.1,DEBTCONSOLIDATION,E,22974,15.84,0.16,N,5,0
38,93916,OTHER,0.3,EDUCATION,F,8654,19.6,0.31,N,2,0
31,50699,RENT,0.3,PERSONAL,D,22564,15.78,0.33,N,15,1
28,61335,OWN,4.1,HOMEIMPROVEMENT,C,28386,21.88,0.35,Y,10,0
26,61806,RENT,11.2,DEBTCONSOLIDATION,B,29898,19.34,0.4,N,20,0
47,92853,OWN,0.0,EDUCATION,A,10146,7.76,0.47,N,7,0
33,78768,RENT,5.2,PERSONAL,C,25891,10.13,0.16,N,17,1
50,50739,MORTGAGE,4.3,VENTURE,G,29322,5.87,0.51,N,27,0
38,49785,RENT,5.3,MEDICAL,B,22499,12.27,0.28,N,25,0
35,46980,MORTGAGE,1.8,HOMEIMPROVEMENT,D,10012,14.47,0.61,N,12,0
24,104335,RENT,6.9,EDUCATION,B,29840,22.24,0.46,N,22,0
54,115719,RENT,0.2,VENTURE,B,16569,14.7,0.46,N,28,0
31,109702,OTHER,5.6,MEDICAL,B,5002,19.3,0.57,N,24,0
44,100016,OTHER,1.2,MEDICAL,C,32736,10.17,0.28,N,12,1
40,16609,OWN,2.6,VENTURE,B,24507,8.13,0.36,N,15,0
55,81253,OTHER,6.9,EDUCATION,D,21471,19.83,0.48,N,12,0
42,100481,RENT,1.3,MEDICAL,E,6537,9.8,0.35,N,27,1
35,106128,OTHER,0.8,HOMEIMPROVEMENT,E,27861,20.91,0.37,N,15,0
58,43141,RENT,4.6,PERSONAL,A,14966,8.42,0.23,Y,26,0
64,45009,MORTGAGE,3.0,HOMEIMPROVEMENT,E,34264,20.56,0.24,N,2,0
61,21782,RENT,2.9,DEBTCONSOLIDATION,B,31083,19.16,0.58,N,12,0
58,107072,OWN,1.2,MEDICAL,B,10127,16.28,0.0,Y,25,0
33,114352,MORTGAGE,0.1,PERSONAL,D,22093,20.53,0.08,N,19,0
50,40933,OWN,2.1,VENTURE,B,20584,11.29,0.79,N,18,0
24,92154,OWN,0.5,PERSONAL,A,23649,8.36,0.16,N,5,0
54,23307,OWN,,PERSONAL,B,17237,8.2,0.35,Y,23,1
42,107207,OTHER,0.2,PERSONAL,D,2818,10.21,0.71,N,15,0
48,90874,OWN,2.3,MEDICAL,B,25814,13.34,0.0,N,9,0
62,53346,MORTGAGE,0.2,DEBTCONSOLIDATION,C,30951,20.99,0.77,N,16,0
30,65772,RENT,0.4,DEBTCONSOLIDATION,C,5927,6.99,0.04,N,17,0
37,87084,OWN,4.3,EDUCATION,D,25130,,0.14,N,2,0
31,55149,MORTGAGE,4.2,DEBTCONSOLIDATION,E,34167,21.87,0.02,N,2,0
28,101700,OWN,0.1,MEDICAL,B,27178,18.34,0.43,N,11,1
29,42526,RENT,0.0,EDUCATION,A,25599,21.43,0.78,N,3,0
63,111758,MORTGAGE,0.3,VENTURE,B,32134,19.11,0.7,N,26,0
36,100712,MORTGAGE,5.8,VENTURE,B,17346,14.8,0.53,N,13,0
57,83477,RENT,3.5,VENTURE,D,18385,16.09,0.15,N,5,0
26,20695,MORTGAGE,0.2,VENTURE,A,12568,16.58,0.72,N,24,0
32,54169,RENT,2.7,VENTURE,B,17599,7.66,0.63,N,20,0
59,62947,MORTGAGE,,HOMEIMPROVEMENT,D,28373,8.84,0.22,N,28,1
61,62224,MORTGAGE,8.1,MEDICAL,C,24058,14.72,0.67,Y,2,1
28,60865,RENT,10.9,EDUCATION,D,31018,7.45,0.73,N,2,1
46,40553,RENT,1.6,VENTURE,D,9680,22.58,0.58,N,10,0
21,119501,MORTGAGE,0.6,HOMEIMPROVEMENT,D,17095,14.43,0.08,N,21,0
24,75410,MORTGAGE,1.1,DEBTCONSOLIDATION,C,24240,12.17,0.82,N,14,0
48,118754,RENT,6.0,HOMEIMPROVEMENT,B,28222,8.2,0.06,N,12,0
56,105895,OTHER,14.2,HOMEIMPROVEMENT,G,4250,12.81,0.54,N,20,0
57,39816,RENT,2.5,MEDICAL,C,12381,10.78,0.09,N,22,0
38,70026,MORTGAGE,1.5,VENTURE,A,20106,6.97,0.75,N,18,0
27,65705,MORTGAGE,2.2,HOMEIMPROVEMENT,B,17319,22.61,0.29,N,4,0
64,76922,MORTGAGE,1.5,HOMEIMPROVEMENT,C,26977,10.12,0.42,Y,21,0
20,88914,RENT,1.2,VENTURE,E,29255,17.69,0.15,N,14,1
41,16881,MORTGAGE,3.6,MEDICAL,A,26311,7.03,0.45,N,29,0
36,54567,OTHER,0.1,HOMEIMPROVEMENT,A,18844,21.65,0.78,N,23,0
26,62365,OWN,1.2,EDUCATION,E,21156,15.92,0.75,N,26,0
44,94211,OTHER,4.3,PERSONAL,E,26882,17.09,0.05,N,20,0
64,85122,RENT,0.1,DEBTCONSOLIDATION,B,31531,19.32,0.31,N,21,1
23,40006,MORTGAGE,0.3,PERSONAL,B,6313,16.19,0.22,N,22,0
55,56198,RENT,1.4,PERSONAL,C,2224,6.66,0.4,N,25,0
25,37831,OWN,8.4,MEDICAL,B,1994,13.05,0.69,N,10,0
50,115649,RENT,5.8,HOMEIMPROVEMENT,E,18863,10.06,0.61,N,20,0
38,31459,MORTGAGE,0.1,PERSONAL,A,22312,14.06,0.29,N,20,0
63,47443,OWN,2.8,PERSONAL,A,20937,12.6,0.32,N,24,0
58,57316,OWN,1.3,DEBTCONSOLIDATION,A,31024,20.11,0.54,N,26,0
46,111131,MORTGAGE,4.2,VENTURE,B,7660,9.8,0.16,N,2,0
29,79486,MORTGAGE,5.1,HOMEIMPROVEMENT,A,24093,8.98,0.09,N,18,0
45,20877,MORTGAGE,7.9,HOMEIMPROVEMENT,A,784,22.45,0.2,N,15,0
38,54553,RENT,2.6,DEBTCONSOLIDATION,D,20878,22.3,0.1,N,13,0
58,19922,OTHER,20.8,VENTURE,A,8991,23.08,0.29,N,3,0
22,19686,RENT,15.6,HOMEIMPROVEMENT,E,1400,15.52,0.78,Y,23,1
64,47766,RENT,8.6,EDUCATION,B,1959,7.41,0.1,N,4,0
32,94943,OTHER,3.4,DEBTCONSOLIDATION,C,14180,21.07,0.68,N,29,0
47,47006,MORTGAGE,2.0,MEDICAL,A,19805,7.98,0.44,N,25,0
39,46422,MORTGAGE,1.8,VENTURE,A,33192,8.17,0.53,Y,6,0
47,27205,OTHER,0.0,DEBTCONSOLIDATION,C,17689,8.84,0.14,Y,4,1
27,101590,OTHER,1.1,PERSONAL,C,8095,17.03,0.13,N,15,0
60,38527,RENT,5.1,HOMEIMPROVEMENT,D,19112,7.31,0.14,N,25,0
58,33443,OWN,3.7,EDUCATION,D,2421,19.25,0.55,Y,25,0
20,31524,OTHER,9.9,EDUCATION,C,2887,6.44,0.62,N,19,0
22,43202,RENT,,MEDICAL,B,11230,7.37,0.76,N,6,1
32,80552,OWN,0.7,DEBTCONSOLIDATION,E,15330,13.13,0.33,Y,4,0
47,61142,MORTGAGE,6.2,EDUCATION,C,5325,12.15,0.38,N,24,0
44,76692,MORTGAGE,1.8,DEBTCONSOLIDATION,G,5782,23.02,0.39,N,3,0
52,97384,RENT,0.5,HOMEIMPROVEMENT,D,14369,22.61,0.22,Y,10,1
57,35855,RENT,22.6,HOMEIMPROVEMENT,A,15951,8.78,0.27,Y,19,0
25,98747,OTHER,6.2,EDUCATION,B,33372,22.25,0.7,Y,28,1
63,75372,MORTGAGE,2.1,HOMEIMPROVEMENT,C,18405,17.72,0.29,N,3,0
64,40095,RENT,6.9,DEBTCONSOLIDATION,D,34619,,0.72,Y,23,0
51,53724,MORTGAGE,4.6,HOMEIMPROVEMENT,C,3198,18.57,0.25,N,20,0
64,64241,MORTGAGE,6.2,PERSONAL,D,20496,21.42,0.28,N,4,0
40,118119,OTHER,6.8,DEBTCONSOLIDATION,B,17392,8.61,0.47,Y,27,0
35,67003,OWN,0.4,VENTURE,A,6690,8.89,0.09,N,19,0
40,83379,OTHER,3.9,HOMEIMPROVEMENT,A,13666,12.68,0.77,N,15,0
30,109837,RENT,0.0,HOMEIMPROVEMENT,C,30189,8.41,0.68,N,14,0
56,106996,OTHER,0.2,DEBTCONSOLIDATION,C,32104,11.82,0.56,N,17,0
55,112454,OTHER,9.4,MEDICAL,B,4421,16.89,0.82,N,22,0
54,109283,MORTGAGE,3.0,VENTURE,C,29491,19.87,0.01,N,29,1
38,30972,OTHER,5.3,VENTURE,A,17743,,0.34,N,12,0
39,108846,RENT,7.3,VENTURE,A,34815,10.41,0.71,N,22,0
37,37927,OWN,12.0,EDUCATION,D,32535,19.28,0.36,N,24,1
60,81630,OTHER,8.1,PERSONAL,B,17320,12.18,0.0,N,25,0
33,119428,OTHER,2.6,PERSONAL,C,22969,,0.13,N,25,0
34,67347,OWN,1.6,MEDICAL,D,1235,23.08,0.36,N,13,0
50,114708,RENT,0.7,VENTURE,E,7714,22.84,0.55,N,4,0
20,103860,RENT,2.0,VENTURE,A,24468,17.2,0.14,N,7,0
